id,session_id,player_id,team,position,points,is_winner
04d3b63b-f03c-476e-ad73-923165575b03,131b44a4-37a3-425c-a25b-ac353a0c808f,3c46dbff-adaf-4781-812e-3ac1be41114b,,2,97.0,0
6f751067-00ac-4157-8a69-fd71d4620a5d,1524b2bd-235e-415d-a660-91ede90eea16,0adcf663-60e0-4211-892e-245db6dd38db,COOP,,0.0,0
af7a1bca-448c-4030-aafc-658fdc4d4065,1524b2bd-235e-415d-a660-91ede90eea16,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,0.0,0
34646ef2-b862-4e7d-8c38-9fb80fe0ed9a,1542b8a8-3216-4c1e-82a7-f09936304b04,6fa73c67-b39d-4270-9aa2-971adca9aaf9,COOP,,1.0,1
3de41d2f-eedc-442e-b178-e45fa82fa399,1542b8a8-3216-4c1e-82a7-f09936304b04,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,1.0,1
0ccea585-5e51-4403-bcbb-0f3118dc11c8,159a3025-a86a-4865-ac0c-96343ab6e9dc,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,A,,0.0,1
3b61ece9-f722-4e98-96c4-e50ae8df1861,159a3025-a86a-4865-ac0c-96343ab6e9dc,3c46dbff-adaf-4781-812e-3ac1be41114b,A,,0.0,1
97295820-6825-44e1-9a98-94b5c3e670f1,159a3025-a86a-4865-ac0c-96343ab6e9dc,81c8c447-cbaf-4be5-9101-9edee26637e3,B,,0.0,0
c9f10356-23b6-4ad4-bcd2-77abf8df8b77,159a3025-a86a-4865-ac0c-96343ab6e9dc,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,B,,0.0,0
067ee4c9-8ed1-4120-bdfc-e5876c163a50,193a5fe2-eb65-48d4-b9d4-f503bc5a3b55,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,0.0,1
837bd585-3d51-4611-8442-b652448987b4,193a5fe2-eb65-48d4-b9d4-f503bc5a3b55,81c8c447-cbaf-4be5-9101-9edee26637e3,COOP,,0.0,1
3d3cb9ca-d8ac-48ec-8e88-3ff0a4bcd53e,1a628843-83a1-45d2-a192-cef9fc2720f6,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,0.0,1
c27c9e22-0008-45e2-b6d4-38d7ce194ef2,1a628843-83a1-45d2-a192-cef9fc2720f6,81c8c447-cbaf-4be5-9101-9edee26637e3,COOP,,0.0,1
09b07c3d-0cbe-48de-a13d-c8b34b026665,1ab60851-6d32-43fd-8cd3-149fbc089370,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,A,,0.0,0
751a2635-bb52-4473-944e-0788427c16b7,1ab60851-6d32-43fd-8cd3-149fbc089370,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,B,,0.0,1
a1ef702c-cd2e-4947-9d41-5096701dcc2c,1ab60851-6d32-43fd-8cd3-149fbc089370,81c8c447-cbaf-4be5-9101-9edee26637e3,A,,0.0,0
e45f3206-3aa6-48fd-81f0-81b6a8ecd3fe,1ab60851-6d32-43fd-8cd3-149fbc089370,3c46dbff-adaf-4781-812e-3ac1be41114b,B,,0.0,1
d42ceb9b-21a5-4756-a5bb-9149f69d393b,1e0b715c-185f-48b0-b76e-364a23a39ce8,3c46dbff-adaf-4781-812e-3ac1be41114b,,1,0.0,1
0a87ad9c-44b3-4980-a12e-3e321c7928bf,1e0b715c-185f-48b0-b76e-364a23a39ce8,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,,2,0.0,0
3f9a7d98-1652-45e2-ba13-10d2cb488e85,1e0b715c-185f-48b0-b76e-364a23a39ce8,81c8c447-cbaf-4be5-9101-9edee26637e3,,2,0.0,0
fe8c10ce-b6de-411b-8828-5959dc6cf5d9,1e0b715c-185f-48b0-b76e-364a23a39ce8,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,,4,0.0,0
488c4dee-e88f-4b82-9d7f-7a0d803d3982,223d5a37-dfd4-43d7-b3d3-7fa9ea849f56,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,B,,0.0,0
56a70204-a768-4e0d-a935-9ddce8a82f56,223d5a37-dfd4-43d7-b3d3-7fa9ea849f56,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,A,,0.0,1
b16f301d-5a01-4249-93f9-69cfd960c3f0,223d5a37-dfd4-43d7-b3d3-7fa9ea849f56,81c8c447-cbaf-4be5-9101-9edee26637e3,B,,0.0,0
cc0946ca-c7ad-4471-8871-2a2da1ff35cf,223d5a37-dfd4-43d7-b3d3-7fa9ea849f56,3c46dbff-adaf-4781-812e-3ac1be41114b,A,,0.0,1
10cebe3d-237f-4c75-a81f-83ab4d8d1616,25f3d529-9817-4bd6-95db-8dd70fb3280c,3c46dbff-adaf-4781-812e-3ac1be41114b,B,,0.0,0
15b4bbf9-61fc-4a6b-8ece-d788830b3207,25f3d529-9817-4bd6-95db-8dd70fb3280c,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,A,,0.0,1
9edd5147-5d10-4c3f-8759-6d6327b67d22,25f3d529-9817-4bd6-95db-8dd70fb3280c,81c8c447-cbaf-4be5-9101-9edee26637e3,A,,0.0,1
b3bd0f63-3221-478c-a6e6-767478748801,25f3d529-9817-4bd6-95db-8dd70fb3280c,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,B,,0.0,0
098b361f-aa7f-468f-9f8b-0f34fb6b9e63,2739cf44-6e71-4b15-9a4b-0643c70873a4,81c8c447-cbaf-4be5-9101-9edee26637e3,B,,0.0,0
bb70124b-ac8b-4ae9-850d-6eddf85766b8,2739cf44-6e71-4b15-9a4b-0643c70873a4,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,A,,0.0,1
c2182e0e-f4c3-4633-aca3-9f84f54340dd,2739cf44-6e71-4b15-9a4b-0643c70873a4,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,B,,0.0,0
c4b619ef-96e9-41b6-9398-68c574647ae7,2739cf44-6e71-4b15-9a4b-0643c70873a4,7df778e0-7327-45ba-93e5-b79b31bebca3,A,,0.0,1
c4c67e26-cb23-4d6c-9688-c8e31d1f58c4,2739cf44-6e71-4b15-9a4b-0643c70873a4,80504ce3-8d54-4c10-8d34-7e400027caa4,B,,0.0,0
f1591538-c2b2-4bee-a218-ed284f0e3f65,2739cf44-6e71-4b15-9a4b-0643c70873a4,3c46dbff-adaf-4781-812e-3ac1be41114b,A,,0.0,1
4b076cf2-d395-402d-b6d4-0740bd1d2a7e,297da22d-b91e-454b-b8f3-bde94d53721b,81c8c447-cbaf-4be5-9101-9edee26637e3,B,,0.0,0
bb9f5f63-9f7d-40bb-bf60-a9aeaeec5884,297da22d-b91e-454b-b8f3-bde94d53721b,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,A,,0.0,1
c1a98e7b-2d23-4f6e-addd-906a15fce794,297da22d-b91e-454b-b8f3-bde94d53721b,3c46dbff-adaf-4781-812e-3ac1be41114b,A,,0.0,1
f82bdb8c-d53a-466a-a953-7e6ef29661fe,297da22d-b91e-454b-b8f3-bde94d53721b,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,B,,0.0,0
1b8478b3-7efd-4104-afff-35a4bf3180f0,2b8eab03-6298-43ff-9a2f-dc5e90c7ef69,3c46dbff-adaf-4781-812e-3ac1be41114b,A,,0.0,0
57eea266-d564-4211-8115-f2936924e3eb,2b8eab03-6298-43ff-9a2f-dc5e90c7ef69,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,A,,0.0,0
92cab82a-8466-4619-a9ec-4ee6ec24b486,2b8eab03-6298-43ff-9a2f-dc5e90c7ef69,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,B,,0.0,1
de7ff75f-8d82-447f-a931-7eddc95bfab9,2b8eab03-6298-43ff-9a2f-dc5e90c7ef69,81c8c447-cbaf-4be5-9101-9edee26637e3,B,,0.0,1
7aa21af0-cc93-4ddd-bfba-bc382f035cbb,2e8c7f2a-f441-41cf-b1cd-03e25123c538,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,0.0,1
cc58584c-6dfb-4887-886c-f586d42f4fe0,2e8c7f2a-f441-41cf-b1cd-03e25123c538,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,COOP,,0.0,1
c26f64cb-2015-43b6-a703-7968750f49ca,2f09b52e-4495-4b80-b550-727c41a74d09,3c46dbff-adaf-4781-812e-3ac1be41114b,,1,0.0,0
49487d46-0dc1-40f6-926e-36241d677c63,2f09b52e-4495-4b80-b550-727c41a74d09,81c8c447-cbaf-4be5-9101-9edee26637e3,,2,0.0,0
32262f42-f57b-4929-bc35-c069e9f0c5f6,3208fa59-601d-4eba-8fbe-1ea01c0c7814,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,0.0,1
35dac98b-7fc1-469a-af6b-457b1838627c,3208fa59-601d-4eba-8fbe-1ea01c0c7814,81c8c447-cbaf-4be5-9101-9edee26637e3,COOP,,0.0,1
f330f691-1215-4dfb-8289-fc4706dc4d49,3208fa59-601d-4eba-8fbe-1ea01c0c7814,80504ce3-8d54-4c10-8d34-7e400027caa4,COOP,,0.0,1
2c7f47f0-d399-4607-985e-9623db6ef728,34759278-5104-4c0b-98c7-1e5c8d1204f5,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,0.0,0
c2a51d54-7caf-4634-9a72-89773b888c3f,34759278-5104-4c0b-98c7-1e5c8d1204f5,81c8c447-cbaf-4be5-9101-9edee26637e3,COOP,,0.0,0
28dce1ff-96a8-4a42-aac3-9335060196be,3798f1d0-063a-420b-bf2d-4d8e578730fa,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,0.0,0
36ace17b-4a65-419c-9963-172b28b73f24,3798f1d0-063a-420b-bf2d-4d8e578730fa,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,COOP,,0.0,0
8713645f-9028-4c0d-a589-d19d47c08313,3798f1d0-063a-420b-bf2d-4d8e578730fa,81c8c447-cbaf-4be5-9101-9edee26637e3,COOP,,0.0,0
13a9b700-1fec-4851-b471-fd50682f86c1,38b03db2-0dc8-41d4-9d70-4f8b84f0723d,80504ce3-8d54-4c10-8d34-7e400027caa4,COOP,,0.0,1
84941d20-3820-442a-bafd-691146c4acd9,38b03db2-0dc8-41d4-9d70-4f8b84f0723d,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,COOP,,0.0,1
88faf330-e0b8-4a7f-ab4c-08ca40103931,38b03db2-0dc8-41d4-9d70-4f8b84f0723d,81c8c447-cbaf-4be5-9101-9edee26637e3,COOP,,0.0,1
be11ba1f-13db-4d7a-8e8b-8cd680c2f7ac,38b03db2-0dc8-41d4-9d70-4f8b84f0723d,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,0.0,1
dfcb1d1f-ac59-480a-a09f-6c6b7c0d7e36,38b03db2-0dc8-41d4-9d70-4f8b84f0723d,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,COOP,,0.0,1
32263296-54d1-4260-92b5-0b8fdcd625dd,3e332da2-c0d6-4ee7-8a6c-65b9010b7f38,81c8c447-cbaf-4be5-9101-9edee26637e3,COOP,,0.0,1
61af198a-fd5d-49c8-ac53-b230df8001c3,3e332da2-c0d6-4ee7-8a6c-65b9010b7f38,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,0.0,1
ddc3abd1-447e-4824-abb8-7f4be645b191,4010351d-8456-4bf9-bc09-9012c241ebbc,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,,1,0.0,1
7a6357df-5611-4294-be4c-6539213a7980,4010351d-8456-4bf9-bc09-9012c241ebbc,81c8c447-cbaf-4be5-9101-9edee26637e3,,2,0.0,1
d4729718-c802-41c0-9695-52d95c57d2d3,4010351d-8456-4bf9-bc09-9012c241ebbc,3c46dbff-adaf-4781-812e-3ac1be41114b,,3,0.0,0
0a3ee2c0-c19f-4662-95a3-55f973e1ccc0,4065631b-f52f-4c0e-a22d-195ea9ef0e8e,3c46dbff-adaf-4781-812e-3ac1be41114b,SOLO,,0.0,1
60095db6-ec14-48e1-95bc-8e050ba424a5,457d00c7-9c0d-4f3f-80a1-4979e23eb39e,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,B,,0.0,0
710cf585-48be-4c58-98d5-f6c5ca7e3d81,457d00c7-9c0d-4f3f-80a1-4979e23eb39e,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,A,,0.0,1
78a448f2-47d9-4721-ac38-79efd0dc54b3,457d00c7-9c0d-4f3f-80a1-4979e23eb39e,81c8c447-cbaf-4be5-9101-9edee26637e3,A,,0.0,1
b1cd9804-e68c-4fac-a555-eeac5ef0717b,457d00c7-9c0d-4f3f-80a1-4979e23eb39e,3c46dbff-adaf-4781-812e-3ac1be41114b,B,,0.0,0
b0c6309b-a8c8-4c1e-8d70-8b8973686877,47e800d5-60c6-40aa-9fe2-89c1aa7c5c29,3c46dbff-adaf-4781-812e-3ac1be41114b,,1,33.0,1
72bbd6c8-864b-41a9-95ca-6de8ad5a4f06,47e800d5-60c6-40aa-9fe2-89c1aa7c5c29,528b549f-1743-45d2-aeb7-6dcad553e403,,2,3.0,0
6b6394e3-6238-4d21-a1a5-207273221ddb,4b1a5eae-487e-462e-aeee-5307c614704f,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,COOP,,0.0,1
ff5a3c04-252b-475c-a3e8-49c35f8fb8f2,4b1a5eae-487e-462e-aeee-5307c614704f,80504ce3-8d54-4c10-8d34-7e400027caa4,COOP,,0.0,1
13fef7a0-7a94-4c3e-aaff-da09b5cd1f53,4bc9ef58-3f98-40b7-9296-18e1ef07f5ef,81c8c447-cbaf-4be5-9101-9edee26637e3,,1,0.0,1
2097f6da-1981-4fae-9bb2-465e6afea9bd,4bc9ef58-3f98-40b7-9296-18e1ef07f5ef,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,,2,0.0,1
9b302ab9-a46e-49c5-b7be-52d91c9d5a8e,4bc9ef58-3f98-40b7-9296-18e1ef07f5ef,3c46dbff-adaf-4781-812e-3ac1be41114b,,3,0.0,0
7dca814c-a73e-45ac-a412-af1b0e58cf2a,4cd07841-6f4f-4731-8627-f367bcf77aa3,81c8c447-cbaf-4be5-9101-9edee26637e3,COOP,,0.0,1
ff69a105-fb40-499a-b9c8-d44bd37cb9c8,4cd07841-6f4f-4731-8627-f367bcf77aa3,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,COOP,,0.0,1
d38915d8-0f14-4d4b-931c-2d85ac1021b9,4f514295-f808-4348-ba13-060ab2617953,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,A,,0.0,1
d8c45cff-ea3c-4eb6-9541-4667cc1352b6,4f514295-f808-4348-ba13-060ab2617953,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,B,,0.0,0
ecfc22d8-a521-46bc-94f7-f025294ce290,4f514295-f808-4348-ba13-060ab2617953,81c8c447-cbaf-4be5-9101-9edee26637e3,A,,0.0,1
ee7e12be-f61f-49e4-a85d-5405b958d767,4f514295-f808-4348-ba13-060ab2617953,3c46dbff-adaf-4781-812e-3ac1be41114b,B,,0.0,0
239f3dbf-f31e-4ff8-af5e-b26d382b6f63,4fc7f893-7548-48b8-b252-3c01e59a75d7,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,COOP,,0.0,1
ccd743f0-7f7a-43e9-9edd-98c0ec2000eb,4fc7f893-7548-48b8-b252-3c01e59a75d7,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,0.0,1
f14d9b91-002c-4f57-aa8a-1c07ad55f429,4fc7f893-7548-48b8-b252-3c01e59a75d7,81c8c447-cbaf-4be5-9101-9edee26637e3,COOP,,0.0,1
14f05ee3-21bc-4f50-a6cc-4a55b4d8c01a,51515cd1-4c7d-42f2-8245-2fab92b59da6,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,A,,0.0,0
2d91ff18-c70f-4060-9c86-b5c697b9ea59,51515cd1-4c7d-42f2-8245-2fab92b59da6,7df778e0-7327-45ba-93e5-b79b31bebca3,B,,0.0,1
42154c25-1a75-422b-a133-c79350825e93,51515cd1-4c7d-42f2-8245-2fab92b59da6,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,A,,0.0,0
444b7bce-d3c7-49f1-a6a3-c158cdfda993,51515cd1-4c7d-42f2-8245-2fab92b59da6,81c8c447-cbaf-4be5-9101-9edee26637e3,B,,0.0,1
63520dee-46ad-453a-885a-14421a7ab0f2,51515cd1-4c7d-42f2-8245-2fab92b59da6,3c46dbff-adaf-4781-812e-3ac1be41114b,A,,0.0,0
b21bd81c-96d5-475a-896c-5f7ff0e95aba,51515cd1-4c7d-42f2-8245-2fab92b59da6,80504ce3-8d54-4c10-8d34-7e400027caa4,B,,0.0,1
0b29c412-cafe-4a05-80a5-41b52b1341b3,51b13d3d-f59e-4668-8370-00f83979b0d8,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,0.0,0
29576e40-89c3-4840-afdb-758c7695b18b,51b13d3d-f59e-4668-8370-00f83979b0d8,528b549f-1743-45d2-aeb7-6dcad553e403,COOP,,0.0,0
c6a75de1-3b99-449f-9925-1c72414d1068,528e8784-aa1e-4e5e-a773-28c73f33c36b,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,COOP,,0.0,0
ed6068d8-15a6-4561-9023-b8d553e3680a,528e8784-aa1e-4e5e-a773-28c73f33c36b,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,0.0,0
375b4524-c36e-4f3a-ae87-5445fc1e1d1b,589968e6-5411-4fdb-a2b9-d367ffdcfbd2,81c8c447-cbaf-4be5-9101-9edee26637e3,B,,0.0,0
82967442-6448-40f9-a36e-6b7dd42a27de,589968e6-5411-4fdb-a2b9-d367ffdcfbd2,3c46dbff-adaf-4781-812e-3ac1be41114b,A,,0.0,1
934fb1f9-977c-4d90-aa25-a4b39e75e774,589968e6-5411-4fdb-a2b9-d367ffdcfbd2,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,B,,0.0,0
97a547e7-2e61-40a2-b8ec-22193dbc08cf,589968e6-5411-4fdb-a2b9-d367ffdcfbd2,80504ce3-8d54-4c10-8d34-7e400027caa4,B,,0.0,0
dec4b991-2081-47b6-9e71-429e7d3ae8e2,589968e6-5411-4fdb-a2b9-d367ffdcfbd2,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,A,,0.0,1
e84009c1-4af1-4616-803f-3b89dac42913,589968e6-5411-4fdb-a2b9-d367ffdcfbd2,a50e9eca-606b-41cc-b2cb-7c82374b29a1,A,,0.0,1
f8ee11f9-c92d-4ec9-b172-148b27363056,60053aee-38a7-4b1e-b550-1c17277af5e3,3c46dbff-adaf-4781-812e-3ac1be41114b,,1,54.0,1
e6f98895-c46c-495d-a79f-0b1d306d7e17,60053aee-38a7-4b1e-b550-1c17277af5e3,528b549f-1743-45d2-aeb7-6dcad553e403,,2,13.0,0
68d86153-b905-4f4c-a22e-b7fc855e2cb5,603d1e7b-1400-4063-9610-aaec4ad2d752,80504ce3-8d54-4c10-8d34-7e400027caa4,COOP,,0.0,1
d32d3673-55f8-4875-8caa-65db006b94b2,603d1e7b-1400-4063-9610-aaec4ad2d752,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,COOP,,0.0,1
19b933df-9e02-4200-b133-54232fc1e2fc,66bddc66-d130-4988-90c6-5add36a39988,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,0.0,1
962f12b0-3a22-4a32-9ffa-e03ae776bb83,66bddc66-d130-4988-90c6-5add36a39988,81c8c447-cbaf-4be5-9101-9edee26637e3,COOP,,0.0,1
24cdf74d-b330-4248-9115-f9f8347583de,67417185-8499-4a3f-b5fb-b2267a093ed7,2c8af4b7-a3cb-461d-9c2c-9176a32d2624,B,,0.0,1
69bd9466-21ba-48f5-8841-bc374797d79d,67417185-8499-4a3f-b5fb-b2267a093ed7,81c8c447-cbaf-4be5-9101-9edee26637e3,A,,0.0,0
b50e4cf2-e357-4523-88d2-aa622d27782d,67417185-8499-4a3f-b5fb-b2267a093ed7,3c46dbff-adaf-4781-812e-3ac1be41114b,A,,0.0,0
cbaf9cdd-4328-4aa3-a7fc-069b9babb42f,67417185-8499-4a3f-b5fb-b2267a093ed7,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,B,,0.0,1
65a84eaf-c0a5-4e79-8153-feaddd596fc8,6979fea7-18d7-4771-8164-942f5b87ea14,81c8c447-cbaf-4be5-9101-9edee26637e3,,1,111.0,1
23e90f40-4cf0-4941-908b-28bf265507df,6979fea7-18d7-4771-8164-942f5b87ea14,3c46dbff-adaf-4781-812e-3ac1be41114b,,2,87.0,0
46800365-ea61-4af2-a584-8ed91a6f4d0f,6ae822e2-3ced-451e-bca5-ac1e5fffa28f,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,A,,0.0,1
4d0b072f-4b99-4212-a271-9c816d571984,6ae822e2-3ced-451e-bca5-ac1e5fffa28f,3c46dbff-adaf-4781-812e-3ac1be41114b,A,,0.0,1
52f8be5d-d1ed-44fe-a04f-1a0a53115e75,6ae822e2-3ced-451e-bca5-ac1e5fffa28f,81c8c447-cbaf-4be5-9101-9edee26637e3,B,,0.0,0
8639e10b-7ef7-404e-a6d4-b5376bcd85cf,6ae822e2-3ced-451e-bca5-ac1e5fffa28f,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,A,,0.0,1
9ef169b7-7184-4c46-ae77-503aa641e0c7,6ae822e2-3ced-451e-bca5-ac1e5fffa28f,7df778e0-7327-45ba-93e5-b79b31bebca3,B,,0.0,0
c4f13910-e06d-42a8-b7fd-6c872ead428f,6ae822e2-3ced-451e-bca5-ac1e5fffa28f,80504ce3-8d54-4c10-8d34-7e400027caa4,B,,0.0,0
43288bf0-a132-432e-800f-78126282ca41,6b749235-2834-414e-9c77-e641a256ecbd,81c8c447-cbaf-4be5-9101-9edee26637e3,COOP,,0.0,0
88851e53-a5b4-4bd8-b0ac-054ea4949a73,6b749235-2834-414e-9c77-e641a256ecbd,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,0.0,0
7a06178e-5ac6-4d1e-aa8f-759cc6bec9cf,6d8d66d5-c07d-4fca-a002-d843e79f8c9f,3c46dbff-adaf-4781-812e-3ac1be41114b,,1,0.0,0
33a4653a-ad7b-4df9-b990-1ff13a7916f2,6d8d66d5-c07d-4fca-a002-d843e79f8c9f,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,,2,0.0,0
d891b972-8efe-42aa-a6d1-a8a411c8c72c,6d8d66d5-c07d-4fca-a002-d843e79f8c9f,2c8af4b7-a3cb-461d-9c2c-9176a32d2624,,3,0.0,0
13f8ee19-f1b3-46b1-afcf-535b75130df1,6e019148-d25f-476f-83dd-91f1cda86d59,3c46dbff-adaf-4781-812e-3ac1be41114b,B,,0.0,0
15142897-d4c8-4ec3-b699-9d979b00416a,6e019148-d25f-476f-83dd-91f1cda86d59,7df778e0-7327-45ba-93e5-b79b31bebca3,A,,0.0,1
96ae4b7f-71d2-4ba3-b7ef-93245230532d,6e019148-d25f-476f-83dd-91f1cda86d59,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,B,,0.0,0
97b55fe9-9ff5-4fce-a43c-a9e7db8ecd6c,6e019148-d25f-476f-83dd-91f1cda86d59,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,A,,0.0,1
0c803bf4-41d6-4a36-8653-6605d6a19b77,70efe15a-b5e3-48bf-9471-628bfe8f36b8,3c46dbff-adaf-4781-812e-3ac1be41114b,A,,0.0,0
b2f656f9-6fc6-4aad-a5d8-21d2d6519b26,70efe15a-b5e3-48bf-9471-628bfe8f36b8,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,B,,0.0,1
e35edf1d-ebde-437a-967b-5eaf4089c197,70efe15a-b5e3-48bf-9471-628bfe8f36b8,81c8c447-cbaf-4be5-9101-9edee26637e3,A,,0.0,0
ef57d731-3c8b-4abc-a115-a220852fde49,70efe15a-b5e3-48bf-9471-628bfe8f36b8,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,B,,0.0,1
a1bed4a7-515c-40f5-ac6e-a35a3eab8b13,718b7a1e-5c87-4532-8f79-f2fc9513ba03,4b99fd4d-39d2-45c3-80cb-01ae57e2a6b9,COOP,,0.0,1
a7649403-f767-4ea8-9326-3777f29e2230,718b7a1e-5c87-4532-8f79-f2fc9513ba03,3c46dbff-adaf-4781-812e-3ac1be41114b,COOP,,0.0,1
618f857f-a6ed-44c4-9970-2ae7e23ca2fd,72edea6e-d9ef-4a10-84ae-2c58cceb7a25,fd56f26f-34b0-47b4-9e1e-d6c18ea5634d,,1,0.0,1
6ee9987e-554e-4ad8-8cc1-7061355ae4ae,72edea6e-d9ef-4a10-84ae-2c58cceb7a25,3c46dbff-adaf-4781-812e-3ac1be41114b,,2,0.0,1
860589e2-3a62-4bf5-8ff9-67b9f1274ffa,72edea6e-d9ef-4a10-84ae-2c58cceb7a25,7df778e0-7327-45ba-93e5-b79b31bebca3,,3,0.0,0
