id,played_at,game_id,location,notes
a283fb05-6912-4128-b5c0-ab79cdc88518,2025-08-24T17:45:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
96fd13a1-d58d-4d0c-8daa-44b832a632ae,2025-08-24T18:05:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
34759278-5104-4c0b-98c7-1e5c8d1204f5,2025-08-29T21:45:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
193a5fe2-eb65-48d4-b9d4-f503bc5a3b55,2025-08-29T22:19:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
e8ec7f02-1a06-4656-bc9d-a4fe52050b8a,2025-08-29T22:19:00+00:00,5be4a8f6-9838-454b-ba22-f91ab02c51cd,,
66bddc66-d130-4988-90c6-5add36a39988,2025-08-29T22:21:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
d61e34f4-1b4e-4c29-ae3b-dd4b50be8cb7,2025-09-01T22:00:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
b2c2fa1b-1bbd-4f4a-98ad-fb64babae569,2025-09-01T23:18:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
11e8bb81-a822-4e25-a4b7-e08c6f27c705,2025-09-01T23:19:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
2f09b52e-4495-4b80-b550-727c41a74d09,2025-09-03T18:33:00+00:00,ac5ce418-3491-4cdd-a71f-c3eb37533b40,,
72edea6e-d9ef-4a10-84ae-2c58cceb7a25,2025-09-03T21:24:00+00:00,ac5ce418-3491-4cdd-a71f-c3eb37533b40,,
d625d17a-271d-45fe-b93a-76a5ecb603ce,2025-09-05T13:20:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
95787c0b-14d1-4328-be4d-c36015b3b5aa,2025-09-05T13:52:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
76422449-3a0a-4632-b5bc-5a376f55ef43,2025-09-05T14:31:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
3e332da2-c0d6-4ee7-8a6c-65b9010b7f38,2025-09-05T15:09:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
528e8784-aa1e-4e5e-a773-28c73f33c36b,2025-09-05T16:39:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
4bc9ef58-3f98-40b7-9296-18e1ef07f5ef,2025-09-05T19:27:00+00:00,ac5ce418-3491-4cdd-a71f-c3eb37533b40,,
7a94e25c-0932-4b94-98c8-dc997fbff3ba,2025-09-05T20:15:00+00:00,ac5ce418-3491-4cdd-a71f-c3eb37533b40,,
4f514295-f808-4348-ba13-060ab2617953,2025-09-05T20:48:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
aa43998e-2a68-4b88-987f-83afdcfd4ac7,2025-09-05T21:08:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
e9aa5bb0-80af-4f5f-8df7-e441c8ee69ab,2025-09-05T21:30:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
25f3d529-9817-4bd6-95db-8dd70fb3280c,2025-09-05T21:55:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
db5b5a91-4274-4dd4-b7ae-3be33ae18216,2025-09-05T22:13:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
c91773a9-12d2-45c8-9cb2-abec821bdee7,2025-09-05T22:49:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
70efe15a-b5e3-48bf-9471-628bfe8f36b8,2025-09-05T23:16:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,arena 2
f65275ad-826f-4796-9615-699a27704b10,2025-09-05T23:44:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
8a5aa90d-9344-45c2-b6e5-2a528114203d,2025-09-06T23:24:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
a3f853a5-bce6-482b-9332-842e44243672,2025-09-06T23:51:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
f2c329a2-d1d7-4897-b82a-12dd3c3f04ef,2025-09-07T00:27:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
b845b443-8080-4e44-8e23-5ae77642cff6,2025-09-09T18:30:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
95e9bc0c-9979-4f9d-a693-50fc662d73fd,2025-09-09T19:43:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
b3f0d7aa-6613-4d0d-8b1d-203b8cc4bfa7,2025-09-10T19:15:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
b600d585-cda7-4d7c-a88e-25da1d3dc8a7,2025-09-10T19:40:00+00:00,ac5ce418-3491-4cdd-a71f-c3eb37533b40,,
4010351d-8456-4bf9-bc09-9012c241ebbc,2025-09-10T20:15:00+00:00,ac5ce418-3491-4cdd-a71f-c3eb37533b40,,
d82fff33-7a14-4ded-ad8c-bb0d99887911,2025-09-10T21:07:00+00:00,ac5ce418-3491-4cdd-a71f-c3eb37533b40,,
223d5a37-dfd4-43d7-b3d3-7fa9ea849f56,2025-09-10T21:32:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
2b8eab03-6298-43ff-9a2f-dc5e90c7ef69,2025-09-10T21:50:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
c7c837ca-ef60-4e0d-93c4-fb3f139e7fd0,2025-09-11T19:26:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
38b03db2-0dc8-41d4-9d70-4f8b84f0723d,2025-09-11T20:09:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
c06bf63f-189a-4218-a4c5-a44998d65150,2025-09-12T23:00:00+00:00,ac5ce418-3491-4cdd-a71f-c3eb37533b40,,
6d8d66d5-c07d-4fca-a002-d843e79f8c9f,2025-09-12T23:15:00+00:00,ac5ce418-3491-4cdd-a71f-c3eb37533b40,,
a37ad97d-89f6-4495-a546-124c751427bb,2025-09-12T23:52:00+00:00,ac5ce418-3491-4cdd-a71f-c3eb37533b40,,
b7860d2e-c8dd-4157-8370-ca28521af075,2025-09-13T19:43:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
6b749235-2834-414e-9c77-e641a256ecbd,2025-09-13T20:35:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
02dc212c-80b9-4fdb-8138-364a0cc33bf7,2025-09-17T01:15:00+00:00,5966c548-f52e-4f54-acad-fad787e32b87,,
fbfae291-393a-4746-b651-6e90230628e1,2025-09-17T22:00:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
d7f5b141-7fa1-4017-b78c-d80eb27b5031,2025-09-17T22:15:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
09dec712-64a0-428d-84a6-cb3cf8214947,2025-09-17T22:30:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
1a628843-83a1-45d2-a192-cef9fc2720f6,2025-09-17T22:45:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
af44ca1b-3a06-4b07-9d14-38d72e5874d0,2025-09-21T21:20:00+00:00,ac5ce418-3491-4cdd-a71f-c3eb37533b40,,
a9672502-973b-4e01-a69e-f825811170a3,2025-09-24T20:42:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
1542b8a8-3216-4c1e-82a7-f09936304b04,2025-09-25T10:17:00+00:00,5966c548-f52e-4f54-acad-fad787e32b87,,
fae9041f-6c51-4b56-92de-637d386c8cde,2025-09-29T20:16:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
6e019148-d25f-476f-83dd-91f1cda86d59,2025-09-29T20:41:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
1524b2bd-235e-415d-a660-91ede90eea16,2025-10-02T13:30:00+00:00,bb545283-88c1-46f9-8878-e716dca8d289,,
c35d0482-4e2b-4b99-abb5-24b27f47ce36,2025-10-05T12:21:00+00:00,c11a1a50-fd55-47f5-9b85-dbbb6d800107,,
7e4f2f0c-6403-415a-9e90-06fa72aa088c,2025-10-07T13:12:41+00:00,8fd862a3-7fee-46d2-b62e-7c04917a9bf7,,
de4745bc-b8c0-4042-b2d4-af9347b83779,2025-10-08T15:30:00+00:00,5966c548-f52e-4f54-acad-fad787e32b87,,
8f4ecfef-f1a9-40d6-883c-82415eab3764,2025-11-05T17:00:00+00:00,bb545283-88c1-46f9-8878-e716dca8d289,,
2e8c7f2a-f441-41cf-b1cd-03e25123c538,2025-11-14T17:15:00+00:00,bb545283-88c1-46f9-8878-e716dca8d289,,
028b0722-d5bc-40f9-875e-b17b2cbe4191,2025-12-04T18:03:00+00:00,b7dce848-ebf9-46f1-94de-3699fc44ca69,,
deab7a6c-c3ce-48d6-916e-7108641a718e,2025-12-07T02:04:00+00:00,8fd862a3-7fee-46d2-b62e-7c04917a9bf7,,
1e0b715c-185f-48b0-b76e-364a23a39ce8,2025-12-12T22:32:00+00:00,ac5ce418-3491-4cdd-a71f-c3eb37533b40,,
1ab60851-6d32-43fd-8cd3-149fbc089370,2025-12-12T22:33:00+00:00,ac5ce418-3491-4cdd-a71f-c3eb37533b40,,
60053aee-38a7-4b1e-b550-1c17277af5e3,2025-12-27T19:00:00+00:00,dc6c1288-0211-4799-9248-c71bd6c4b778,,
47e800d5-60c6-40aa-9fe2-89c1aa7c5c29,2025-12-27T19:27:00+00:00,dc6c1288-0211-4799-9248-c71bd6c4b778,,
c19208af-2212-4284-9812-110ad363eb1c,2025-12-31T21:16:00+00:00,dc6c1288-0211-4799-9248-c71bd6c4b778,,
b4620790-e43f-49d8-8c51-3f3f2de8e317,2026-01-05T19:45:00+00:00,dc6c1288-0211-4799-9248-c71bd6c4b778,,
4065631b-f52f-4c0e-a22d-195ea9ef0e8e,2026-04-14T15:30:00+00:00,3bf7a4ee-675d-44fb-a9a2-94d1b37421c0,,
131b44a4-37a3-425c-a25b-ac353a0c808f,2026-04-14T21:37:00+00:00,3bf7a4ee-675d-44fb-a9a2-94d1b37421c0,,
